Event,Athlete,Year,Mark/Time,Wind,Meet,Date
100 Meters,"Giampa, Jackson",SO-2,10.71,3.1,Midwest Twilight Final Qualifier,"May 14, 2025"
100 Meters,"Giampa, Jackson",SO-2,10.80,2.0,St. Francis Fighting Chance Invite,"May 9, 2025"
100 Meters,"Asare, Jason",SR-4,10.88,1.9,St. Francis Fighting Chance Invite,"May 9, 2025"
100 Meters,"Seshadri, Vikram",JR-3,10.90,1.8,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
100 Meters,"Lui, John",FR-1,10.92,2.1,Midwest Twilight Final Qualifier,"May 14, 2025"
100 Meters,"Giampa, Jackson",SO-2,10.92,1.2,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
100 Meters,"Asare, Jason",SR-4,10.92,3.1,Midwest Twilight Final Qualifier,"May 14, 2025"
100 Meters,"Giampa, Jackson",SO-2,10.94,1.8,UAA Outdoor Conference Championships,"Apr 26, 2025"
100 Meters,"Lui, John",FR-1,10.96,1.9,St. Francis Fighting Chance Invite,"May 9, 2025"
100 Meters,"Xavier, Myles",SR-4,10.99,2.1,Midwest Twilight Final Qualifier,"May 14, 2025"
100 Meters,"Xavier, Myles",SR-4,11.04,2.1,St. Francis Fighting Chance Invite,"May 9, 2025"
100 Meters,"Seshadri, Vikram",JR-3,11.05,1.1,Midwest Twilight Final Qualifier,"May 14, 2025"
100 Meters,"Seshadri, Vikram",JR-3,11.05,2.7,St. Francis Fighting Chance Invite,"May 9, 2025"
100 Meters,"Seshadri, Vikram",JR-3,11.07,2.2,UAA Outdoor Conference Championships,"Apr 26, 2025"
100 Meters,"Lui, John",FR-1,11.08,1.5,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
100 Meters,"Giampa, Jackson",SO-2,11.08,2.1,UAA Outdoor Conference Championships,"Apr 26, 2025"
100 Meters,"Asare, Jason",SR-4,11.10,1.2,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
100 Meters,"Lui, John",FR-1,11.13,2.2,UAA Outdoor Conference Championships,"Apr 26, 2025"
100 Meters,"Seshadri, Vikram",JR-3,11.19,1.7,Wheaton Invitational 2025,"Apr 12, 2025"
100 Meters,"Asare, Jason",SR-4,11.20,1.8,UAA Outdoor Conference Championships,"Apr 26, 2025"
100 Meters,"Asare, Jason",SR-4,11.25,0.8,Wheaton Invitational 2025,"Apr 12, 2025"
100 Meters,"Xavier, Myles",SR-4,11.26,1.8,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
100 Meters,"Asare, Jason",SR-4,11.30,0.8,Wash U Invite,"Mar 28, 2025"
100 Meters,"Lui, John",FR-1,11.31,0.8,Wash U Invite,"Mar 28, 2025"
100 Meters,"Giampa, Jackson",SO-2,11.34,1.3,Wash U Invite,"Mar 28, 2025"
100 Meters,"Montbach, Zach",FR-1,11.52,0.2,Wheaton Invitational 2025,"Apr 12, 2025"
100 Meters,"Eribo, Gabe",SO-2,11.58,1.3,Wash U Invite,"Mar 28, 2025"
100 Meters,"Eribo, Gabe",SO-2,11.61,0.6,Wheaton Invitational 2025,"Apr 12, 2025"
100 Meters,"Woodlin, Danny",JR-3,11.84,-0.4,Wheaton Invitational 2025,"Apr 12, 2025"
100 Meters,"Woodlin, Danny",JR-3,11.91,2.9,St. Francis Fighting Chance Invite,"May 9, 2025"
100 Meters,"Nguyen, Matthias",SR-4,12.06,-3.8,Wheaton Invitational 2025,"Apr 12, 2025"
200 Meters,"Giampa, Jackson",SO-2,21.58,2.6,St. Francis Fighting Chance Invite,"May 9, 2025"
200 Meters,"Giampa, Jackson",SO-2,21.78,1.5,UAA Outdoor Conference Championships,"Apr 26, 2025"
200 Meters,"Giampa, Jackson",SO-2,21.84,-1.6,UAA Outdoor Conference Championships,"Apr 26, 2025"
200 Meters,"Giampa, Jackson",SO-2,21.91,1.0,Midwest Twilight Final Qualifier,"May 14, 2025"
200 Meters,"Lui, John",FR-1,22.10,1.5,St. Francis Fighting Chance Invite,"May 9, 2025"
200 Meters,"Asare, Jason",SR-4,22.15,1.5,St. Francis Fighting Chance Invite,"May 9, 2025"
200 Meters,"Seshadri, Vikram",JR-3,22.20,1.8,St. Francis Fighting Chance Invite,"May 9, 2025"
200 Meters,"Montbach, Zach",FR-1,22.24,1.5,St. Francis Fighting Chance Invite,"May 9, 2025"
200 Meters,"Giampa, Jackson",SO-2,22.25,-0.9,Wheaton Invitational 2025,"Apr 12, 2025"
200 Meters,"Asare, Jason",SR-4,22.27,2.1,UAA Outdoor Conference Championships,"Apr 26, 2025"
200 Meters,"Lui, John",FR-1,22.33,0.9,Midwest Twilight Final Qualifier,"May 14, 2025"
200 Meters,"Asare, Jason",SR-4,22.36,0.9,Midwest Twilight Final Qualifier,"May 14, 2025"
200 Meters,"Montbach, Zach",FR-1,22.44,0.7,Midwest Twilight Final Qualifier,"May 14, 2025"
200 Meters,"Lui, John",FR-1,22.52,1.5,UAA Outdoor Conference Championships,"Apr 26, 2025"
200 Meters,"Montbach, Zach",FR-1,22.54,3.1,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
200 Meters,"Dienstag, Isaac",SR-4,22.55,0.5,Wash U Invite,"Mar 28, 2025"
200 Meters,"Asare, Jason",SR-4,22.55,1.7,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
200 Meters,"Lui, John",FR-1,22.61,3.1,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
200 Meters,"Giampa, Jackson",SO-2,22.70,1.1,Wash U Invite,"Mar 28, 2025"
200 Meters,"Fuller, Tyson",FR-1,22.72,4.5,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
200 Meters,"Asare, Jason",SR-4,22.80,-0.9,Wheaton Invitational 2025,"Apr 12, 2025"
200 Meters,"Montbach, Zach",FR-1,22.88,-1.3,Wheaton Invitational 2025,"Apr 12, 2025"
200 Meters,"Showman, Ben",SO-2,22.89,0.5,Wash U Invite,"Mar 28, 2025"
200 Meters,"Lui, John",FR-1,22.90,-0.9,Wheaton Invitational 2025,"Apr 12, 2025"
200 Meters,"Eribo, Gabe",SO-2,23.48,1.1,Wash U Invite,"Mar 28, 2025"
200 Meters,"Woodlin, Danny",JR-3,24.41,0.4,Wheaton Invitational 2025,"Apr 12, 2025"
400 Meters,"Showman, Ben",SO-2,50.12,,UAA Outdoor Conference Championships,"Apr 26, 2025"
400 Meters,"Showman, Ben",SO-2,50.16,,UAA Outdoor Conference Championships,"Apr 26, 2025"
400 Meters,"Showman, Ben",SO-2,50.32,,Wheaton Invitational 2025,"Apr 12, 2025"
400 Meters,"Dienstag, Isaac",SR-4,50.37,,Wheaton Invitational 2025,"Apr 12, 2025"
400 Meters,"Ray, Andrew",SR-4,50.40,,Chicagoland Outdoor Championship,"Apr 3, 2025"
400 Meters,"Dienstag, Isaac",SR-4,50.65,,Wash U Invite,"Mar 28, 2025"
400 Meters,"Showman, Ben",SO-2,50.75,,Wash U Invite,"Mar 28, 2025"
400 Meters,"Dienstag, Isaac",SR-4,50.87,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
400 Meters,"Dienstag, Isaac",SR-4,51.00,,UAA Outdoor Conference Championships,"Apr 26, 2025"
400 Meters,"Dienstag, Isaac",SR-4,51.12,,Chicagoland Outdoor Championship,"Apr 3, 2025"
400 Meters,"Showman, Ben",SO-2,51.23,,Midwest Twilight Final Qualifier,"May 14, 2025"
400 Meters,"Montbach, Zach",FR-1,51.37,,St. Francis Fighting Chance Invite,"May 9, 2025"
400 Meters,"Fuller, Tyson",FR-1,51.41,,Wheaton Invitational 2025,"Apr 12, 2025"
400 Meters,"Fuller, Tyson",FR-1,51.45,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
400 Meters,"Montbach, Zach",FR-1,51.80,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
400 Meters,"Montbach, Zach",FR-1,52.96,,Chicagoland Outdoor Championship,"Apr 3, 2025"
400 Meters,"Showman, Ben",SO-2,53.01,,Chicagoland Outdoor Championship,"Apr 3, 2025"
400 Meters,"Morris, Kazuma",SO-2,53.89,,Chicagoland Outdoor Championship,"Apr 3, 2025"
400 Meters,"Robinson, Teddy",FR-1,58.27,,Wheaton Invitational 2025,"Apr 12, 2025"
800 Meters,"Stein, Quint",SO-2,1:53.58,,St. Francis Fighting Chance Invite,"May 9, 2025"
800 Meters,"Stein, Quint",SO-2,1:53.87,,Chicagoland Outdoor Championship,"Apr 3, 2025"
800 Meters,"Stein, Quint",SO-2,1:54.53,,Wash U Invite,"Mar 28, 2025"
800 Meters,"Crenshaw, Vincent",SO-2,1:55.15,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
800 Meters,"Stein, Quint",SO-2,1:55.25,,UAA Outdoor Conference Championships,"Apr 26, 2025"
800 Meters,"Crenshaw, Vincent",SO-2,1:55.29,,St. Francis Fighting Chance Invite,"May 9, 2025"
800 Meters,"Crenshaw, Vincent",SO-2,1:55.52,,Wash U Invite,"Mar 28, 2025"
800 Meters,"Stein, Quint",SO-2,1:55.72,,UAA Outdoor Conference Championships,"Apr 26, 2025"
800 Meters,"McCormick, Malcolm",JR-3,1:57.22,,Chicagoland Outdoor Championship,"Apr 3, 2025"
800 Meters,"Krueger, Caleb",SR-4,1:58.27,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
800 Meters,"McCormick, Malcolm",JR-3,1:58.51,,St. Francis Fighting Chance Invite,"May 9, 2025"
800 Meters,"Krueger, Caleb",SR-4,1:59.35,,Chicagoland Outdoor Championship,"Apr 3, 2025"
800 Meters,"Krueger, Caleb",SR-4,1:59.74,,Wash U Invite,"Mar 28, 2025"
800 Meters,"Krueger, Caleb",SR-4,2:00.00,,St. Francis Fighting Chance Invite,"May 9, 2025"
800 Meters,"Harper, Ethan",SR-4,2:02.48,,Chicagoland Outdoor Championship,"Apr 3, 2025"
1500 Meters,"Patel, Sanju",SO-2,3:53.72,,Midwest Twilight Final Qualifier,"May 14, 2025"
1500 Meters,"Stein, Quint",SO-2,3:54.51,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Cohen, Isaac",FR-1,3:55.25,,Midwest Twilight Final Qualifier,"May 14, 2025"
1500 Meters,"Cohen, Isaac",FR-1,3:55.67,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Crenshaw, Vincent",SO-2,3:55.84,,Midwest Twilight Final Qualifier,"May 14, 2025"
1500 Meters,"Patel, Sanju",SO-2,3:56.56,,Chicagoland Outdoor Championship,"Apr 3, 2025"
1500 Meters,"Cohen, Isaac",FR-1,3:58.19,,UAA Outdoor Conference Championships,"Apr 26, 2025"
1500 Meters,"McCormick, Malcolm",JR-3,3:58.24,,Wash U Invite,"Mar 28, 2025"
1500 Meters,"Stein, Quint",SO-2,3:58.55,,Midwest Twilight Final Qualifier,"May 14, 2025"
1500 Meters,"Crenshaw, Vincent",SO-2,3:58.78,,UAA Outdoor Conference Championships,"Apr 26, 2025"
1500 Meters,"Crenshaw, Vincent",SO-2,3:59.00,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Krueger, Caleb",SR-4,4:00.73,,Midwest Twilight Final Qualifier,"May 14, 2025"
1500 Meters,"McCormick, Malcolm",JR-3,4:00.95,,UAA Outdoor Conference Championships,"Apr 26, 2025"
1500 Meters,"McCormick, Malcolm",JR-3,4:01.21,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Eifert, Liam",SO-2,4:02.09,,Wash U Invite,"Mar 28, 2025"
1500 Meters,"Krueger, Caleb",SR-4,4:04.49,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"List, John",SR-4,4:04.88,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"List, John",SR-4,4:05.06,,Wash U Invite,"Mar 28, 2025"
1500 Meters,"Krueger, Caleb",SR-4,4:05.24,,UAA Outdoor Conference Championships,"Apr 26, 2025"
1500 Meters,"Cohen, Isaac",FR-1,4:06.00,,Wash U Invite,"Mar 28, 2025"
1500 Meters,"May, Spencer",JR-3,4:06.27,,Wash U Invite,"Mar 28, 2025"
1500 Meters,"Wijesekara, Bryce",SO-2,4:07.12,,Chicagoland Outdoor Championship,"Apr 3, 2025"
1500 Meters,"Bender, Noah",SO-2,4:09.35,,Wash U Invite,"Mar 28, 2025"
1500 Meters,"Gillan, Zane",SR-4,4:10.06,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Lund, Matthew",FR-1,4:10.12,,Chicagoland Outdoor Championship,"Apr 3, 2025"
1500 Meters,"Taubman, Zach",JR-3,4:10.88,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Harper, Ethan",SR-4,4:11.13,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Harper, Ethan",SR-4,4:12.89,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
1500 Meters,"May, Spencer",JR-3,4:12.95,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
1500 Meters,"Stein, Alec",SO-2,4:15.27,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Stein, Alec",SO-2,4:15.37,,St. Francis Fighting Chance Invite,"May 9, 2025"
1500 Meters,"Gao, Alex",SO-2,4:16.44,,St. Francis Fighting Chance Invite,"May 9, 2025"
1500 Meters,"Stein, Alec",SO-2,4:18.56,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
1500 Meters,"Phelan, Charlie",FR-1,4:20.48,,Wheaton Invitational 2025,"Apr 12, 2025"
1500 Meters,"Goodman, Asher",FR-1,4:22.74,,Wheaton Invitational 2025,"Apr 12, 2025"
3000 Meters,"Eifert, Liam",SO-2,8:34.24,,Chicagoland Outdoor Championship,"Apr 3, 2025"
3000 Meters,"List, John",SR-4,8:43.72,,Chicagoland Outdoor Championship,"Apr 3, 2025"
3000 Meters,"Tullis, Sam",JR-3,8:53.73,,Chicagoland Outdoor Championship,"Apr 3, 2025"
3000 Meters,"Mevio, Giacomo",SO-2,8:55.59,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
3000 Meters,"Lund, Matthew",FR-1,9:01.59,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
3000 Meters,"Gillan, Zane",SR-4,9:01.87,,Chicagoland Outdoor Championship,"Apr 3, 2025"
3000 Meters,"Taubman, Zach",JR-3,9:02.49,,Chicagoland Outdoor Championship,"Apr 3, 2025"
3000 Meters,"Gao, Alex",SO-2,9:02.64,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
3000 Meters,"Fried, Sam",SR-4,9:20.76,,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
5000 Meters,"Patel, Sanju",SO-2,14:26.50,,St. Francis Fighting Chance Invite,"May 9, 2025"
5000 Meters,"Patel, Sanju",SO-2,14:32.20,,UW-Platteville Invitational,"Apr 11, 2025"
5000 Meters,"Eifert, Liam",SO-2,14:37.51,,UW-Platteville Invitational,"Apr 11, 2025"
5000 Meters,"Patel, Sanju",SO-2,14:39.27,,UAA Outdoor Conference Championships,"Apr 26, 2025"
5000 Meters,"Cohen, Isaac",FR-1,14:56.79,,St. Francis Fighting Chance Invite,"May 9, 2025"
5000 Meters,"Eifert, Liam",SO-2,14:59.45,,UAA Outdoor Conference Championships,"Apr 26, 2025"
5000 Meters,"Eifert, Liam",SO-2,15:02.38,,St. Francis Fighting Chance Invite,"May 9, 2025"
5000 Meters,"Bender, Noah",SO-2,15:07.74,,St. Francis Fighting Chance Invite,"May 9, 2025"
5000 Meters,"May, Spencer",JR-3,15:15.20,,St. Francis Fighting Chance Invite,"May 9, 2025"
5000 Meters,"Gao, Alex",SO-2,15:40.53,,St. Francis Fighting Chance Invite,"May 9, 2025"
5000 Meters,"Mevio, Giacomo",SO-2,15:42.05,,Wheaton Invitational 2025,"Apr 12, 2025"
5000 Meters,"Lund, Matthew",FR-1,15:47.01,,Wheaton Invitational 2025,"Apr 12, 2025"
5000 Meters,"Gao, Alex",SO-2,15:47.27,,Wheaton Invitational 2025,"Apr 12, 2025"
5000 Meters,"Gillan, Zane",SR-4,15:47.68,,St. Francis Fighting Chance Invite,"May 9, 2025"
5000 Meters,"Gao, Alex",SO-2,15:53.09,,Chicagoland Outdoor Championship,"Apr 3, 2025"
5000 Meters,"Fried, Sam",SR-4,15:53.58,,St. Francis Fighting Chance Invite,"May 9, 2025"
5000 Meters,"Moore, Luke",FR-1,15:55.79,,Chicagoland Outdoor Championship,"Apr 3, 2025"
5000 Meters,"Fried, Sam",SR-4,16:06.21,,Wheaton Invitational 2025,"Apr 12, 2025"
5000 Meters,"Fried, Sam",SR-4,16:08.46,,Chicagoland Outdoor Championship,"Apr 3, 2025"
5000 Meters,"Goodman, Asher",FR-1,16:11.71,,Chicagoland Outdoor Championship,"Apr 3, 2025"
5000 Meters,"Moore, Luke",FR-1,16:26.06,,Wheaton Invitational 2025,"Apr 12, 2025"
"10,000 Meters","Patel, Sanju",SO-2,30:45.18,,WashU Distance Carnival '25,"Mar 27, 2025"
"10,000 Meters","Bender, Noah",SO-2,31:11.74,,Chicagoland Outdoor Championship,"Apr 3, 2025"
"10,000 Meters","May, Spencer",JR-3,31:33.48,,Chicagoland Outdoor Championship,"Apr 3, 2025"
"10,000 Meters","May, Spencer",JR-3,31:37.73,,UAA Outdoor Conference Championships,"Apr 26, 2025"
"10,000 Meters","Bender, Noah",SO-2,31:44.44,,UAA Outdoor Conference Championships,"Apr 26, 2025"
"10,000 Meters","List, John",SR-4,31:49.33,,UAA Outdoor Conference Championships,"Apr 26, 2025"
110 Hurdles,"Ray, Andrew",SR-4,14.45,2.5,St. Francis Fighting Chance Invite,"May 9, 2025"
110 Hurdles,"Ray, Andrew",SR-4,14.58,1.3,Midwest Twilight Final Qualifier,"May 14, 2025"
110 Hurdles,"Ray, Andrew",SR-4,14.72,+0.0,Midwest Twilight Final Qualifier,"May 14, 2025"
110 Hurdles,"Ray, Andrew",SR-4,14.74,4.0,St. Francis Fighting Chance Invite,"May 9, 2025"
110 Hurdles,"Ray, Andrew",SR-4,14.85,3.0,UAA Outdoor Conference Championships,"Apr 26, 2025"
110 Hurdles,"Ray, Andrew",SR-4,14.91,-0.5,UAA Outdoor Conference Championships,"Apr 26, 2025"
110 Hurdles,"Mays, Owen",FR-1,14.99,2.5,St. Francis Fighting Chance Invite,"May 9, 2025"
110 Hurdles,"Obermeyer, Kyle",SO-2,15.05,2.5,St. Francis Fighting Chance Invite,"May 9, 2025"
110 Hurdles,"Ray, Andrew",SR-4,15.07,-0.6,Wheaton Invitational 2025,"Apr 12, 2025"
110 Hurdles,"Ray, Andrew",SR-4,15.24,+0.0,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
110 Hurdles,"Mays, Owen",FR-1,15.25,4.0,St. Francis Fighting Chance Invite,"May 9, 2025"
110 Hurdles,"Obermeyer, Kyle",SO-2,15.26,2.4,St. Francis Fighting Chance Invite,"May 9, 2025"
110 Hurdles,"Obermeyer, Kyle",SO-2,15.28,2.3,Midwest Twilight Final Qualifier,"May 14, 2025"
110 Hurdles,"Obermeyer, Kyle",SO-2,15.29,3.0,UAA Outdoor Conference Championships,"Apr 26, 2025"
110 Hurdles,"Obermeyer, Kyle",SO-2,15.45,+0.0,Wheaton 'Don Church' Twilight 2025,"Apr 17, 2025"
110 Hurdles,"Mays, Owen",FR-1,15.52,3.0,UAA Outdoor Conference Championships,"Apr 26, 2025"
